temperature_c,elapsed_minutes,delay_minutes,delayed_this_minute,distance_remaining_km,risk_score,anomaly_score,confidence,remaining_safe_minutes,label_escalate,risk_level_now
2.7,70,25,0,5.46,0.14,0.14,0.41,650,0,HIGH
2.46,71,25,0,8.23,0.14,0.14,0.41,649,1,LOW
2.29,72,25,0,7.87,0.13,0.13,0.41,648,1,LOW
2.26,73,25,0,7.51,0.11,0.11,0.41,647,1,LOW
2.12,74,26,1,7.51,0.9,0.4,0.56,646,1,LOW
2.17,75,27,1,7.51,0.9,0.4,0.56,645,1,LOW
2.07,76,27,0,7.15,0.59,0.09,0.53,644,1,LOW
2.3,77,28,1,7.15,0.4,0.4,0.44,643,1,LOW
2.08,78,28,0,6.79,0.58,0.08,0.53,642,1,LOW
3.43,79,28,0,6.43,0.17,0.17,0.42,641,1,LOW
4.07,80,28,0,6.07,0.2,0.2,0.42,640,1,LOW
4.4,81,28,0,5.71,0.18,0.18,0.42,639,0,HIGH
4.49,82,28,0,5.35,0.15,0.15,0.42,638,0,HIGH
4.17,83,29,1,5.35,0.4,0.4,0.44,637,0,HIGH
3.9,84,30,1,5.35,0.4,0.4,0.44,636,0,HIGH
3.62,85,31,1,5.35,1.4,0.4,0.56,635,0,HIGH
3.46,86,32,1,5.35,1.4,0.4,0.56,634,0,HIGH
3.19,87,33,1,5.35,1.4,0.4,0.56,633,0,HIGH
2.92,88,33,0,4.99,1.12,0.12,0.53,632,0,HIGH
2.58,89,33,0,4.63,1.15,0.15,0.54,631,0,HIGH
2.24,90,33,0,4.27,1.17,0.17,0.54,630,0,HIGH
2.1,91,33,0,3.91,1.65,0.15,0.66,629,0,HIGH
2.92,92,33,0,3.56,1.01,0.01,0.52,628,1,MODERATE
3.15,93,33,0,3.2,1.06,0.06,0.53,627,1,MODERATE
3.17,94,33,0,2.84,1.05,0.05,0.53,626,1,MODERATE
3.3,95,34,1,2.84,1.4,0.4,0.56,625,0,HIGH
3.21,96,35,1,2.84,1.4,0.4,0.56,624,0,HIGH
2.76,97,35,0,2.48,1.09,0.09,0.53,623,1,MODERATE
2.75,98,35,0,2.12,1.08,0.08,0.53,622,1,MODERATE
2.58,99,36,1,2.12,1.4,0.4,0.56,621,0,HIGH
2.37,100,36,0,1.76,1.15,0.15,0.54,620,0,HIGH
2.24,101,36,0,1.4,1.15,0.15,0.54,619,0,HIGH
2.06,102,36,0,1.04,1.66,0.16,0.66,618,0,HIGH
2.13,103,36,0,0.68,1.62,0.12,0.65,617,1,MODERATE
2.1,104,36,0,0.32,1.61,0.11,0.65,616,1,MODERATE
4.18,105,36,0,0.0,1.26,0.26,0.55,615,0,HIGH
